,Q1,,,,,,,,,,,,Q2,,,,,,,,,,,
802040,1185,0.04812397,24644.6831,1186,63840,0.08157282,1.813791217,0.147956064,68400,0.089093142,0.860000157,0.076620117,7360,6.206576728,0.04812397,0.298685115,220400,3.452342538,0.08157282,0.281617316,250800,3.666627681,0.089093142,0.326671382
802751,32200,0.444795503,1.284821766,0.571482943,1223600,0.975537563,1.028048757,1.002900179,1094400,0.908078087,1.221719232,1.109416464,40940,1.271420142,0.444795503,0.565521961,1171920,0.95776401,0.975537563,0.934334767,1094400,1,0.908078087,0.908078087
802826,16480,0.679806905,1.007888827,0.685169785,507680,0.824381496,0.932291769,0.768564083,500080,0.81204048,0.932291769,0.757058656,0,0.0000607,0.679806905,0.0000412,304000,0.598803185,0.824381496,0.493642266,551760,1.103343258,0.81204048,0.895959389
802836,28000,0.487989289,0.951714009,0.464426243,1004720,0.822496505,0.7630113,0.627574128,1003200,0.826284363,1.19823769,0.990085066,0,0.0000357,0.487989289,0.0000174,709840,0.706505587,0.822496505,0.581098376,1003200,1,0.826284363,0.826284363
802861,18400,0.417172796,1.330320259,0.554973421,637488,0.748247632,1.128056227,0.844065401,565520.256,0.806888265,1.171575574,0.945330582,26720,1.45214934,0.417172796,0.6057972,705280,1.106342227,0.748247632,0.827817952,684047.12,1.209588698,0.806888265,0.976002926
803051,0,1.14E-05,1.084894651,1.23E-05,173280,0.083999871,0.982336445,0.082516134,1533692.16,0.918661735,0.999970769,0.918634882,47550,47551,0.0000114,0.541105198,1711216,9.875387377,0.083999871,0.829531262,1500398.688,0.97829196,0.918661735,0.89871939
803209,18812.5,18813.5,3.19E-05,0.599322695,649040,3.029282019,0.28628326,0.867232731,620160,0.926239681,0.898203729,0.831951936,26000,1.382039493,18813.5,26001,565440,0.871194578,3.029282019,2.639094069,565440,0.911764848,0.926239681,0.844512783
803212,45000,0.600832538,1.209765764,0.726866634,2015200.8,0.980395045,1.123481174,1.101455376,2006330.232,1.001138717,1.125307236,1.126588643,25575,0.568342926,0.600832538,0.341478923,1827952,0.907081861,0.980395045,0.889298562,2143122.176,1.06818014,1.001138717,1.069396494
803697,42550,0.506553493,1.105261773,0.559874212,1979040,1.082267869,1.045068001,1.131043519,1559520,0.934179223,1.059490047,0.989753589,52550,1.235012103,0.506553493,0.625599695,1702400,0.860215124,1.082267869,0.93098319,1500240,0.961988328,0.934179223,0.898669509
803985,20125,0.982101759,20492.7848,20126,761520,0.920359161,1.987600933,1.829306727,674880,0.866063028,1,0.866063028,50220.408,2.495349697,0.982101759,2.450687327,1673462.848,2.197528168,0.920359161,2.022515181,1586717.968,2.351109259,0.866063028,2.036208803
804301,21850,21851,1,21851,1349800,3.688033273,0.856386926,3.158383478,599700,1.068775681,0.807575202,0.863116736,49850,2.281405885,21851,49851,1511500,1.119795437,3.688033273,4.129842828,1003800,1.673835795,1.068775681,1.788954991
804655,29680,0.491218424,1.966204018,0.96583564,1064000,0.668953841,0.9780421,0.654265019,1021440,0.689264242,1,0.689264242,41780,1.407668205,0.491218424,0.691472558,1355840,1.274285456,0.668953841,0.852438151,1249440,1.223214067,0.689264242,0.843117717
804667,20125,0.617674929,4.510413144,2.78596912,829920,0.778154286,1.093474331,0.850891737,734160,0.744830246,0.841409827,0.626707489,41624.4,2.068240087,0.617674929,1.27750005,1185600,1.428570912,0.778154286,1.111648578,848160,1.155279292,0.744830246,0.860486959
804905,18400,0.931877067,3.510372177,3.271235328,972800,1.161222883,1.261657637,1.465065719,547200,0.821970671,1,0.821970671,29289.6,1.591793924,0.931877067,1.483356253,688560,0.7078128,1.161222883,0.821928421,674880,1.233332907,0.821970671,1.013763477
805170,24150,24151,5.44E-05,1.313110272,910480,4.071426974,0.216667426,0.882145601,798000,0.719224356,0.892116269,0.64163175,55882.4,2.313916608,24151,55883.4,1042720,1.145241911,4.071426974,4.662768807,1003200,1.257142535,0.719224356,0.90416753
805347,44166.6667,1.411747102,2.234541868,3.154608007,2047440,0.942386166,1.485882021,1.40027466,2044400,0.943227373,1.37105526,1.293216852,71950.6,1.629055945,1.411747102,2.299815009,2166000,1.057906431,0.942386166,0.996956385,2138640,1.046096632,0.943227373,0.986706978
805358,9583.3333,9584.3333,7.41E-05,0.70989803,308560,1.245655198,0.800000646,0.996524963,276640,0.474391785,1.284090284,0.609161881,0,0.000104337,9584.3333,1,240160,0.778325842,1.245655198,0.96952563,524400,1.895601158,0.474391785,0.899257617
805365,0,0.000143278,0.465265602,6.67E-05,147433.92,0.450410436,1.913038142,0.861652344,387568.84,1.157779498,1.203258116,1.393107577,15300,15301,0.000143278,2.192293309,254600,1.726870405,0.450410436,0.777800453,250785.256,0.647073715,1.157779498,0.74916868
805524,12366.6667,12367.6667,6.67E-05,0.82445615,570000,1.191930602,2.869697455,3.420480215,547200,0.752015816,2.96391871,2.228913749,14975.8,1.21096407,12367.6667,14976.8,571520,1.002666662,1.191930602,1.195109078,647520,1.183332998,0.752015816,0.889885131
805605,10980,0.46816586,23455.3626,10981,1099042.08,0.709467465,1549109.908,1099043.08,1258560,0.8128072,1548412.711,1258561,84800,7.722520718,0.46816586,3.615420552,1956297.152,1.780001337,0.709467465,1.262853037,1732962.032,1.376940039,0.8128072,1.119186777
805667,0,6.67E-05,15001,1,86700,0.651973396,132982.42,86701,255000,2.116696946,120471.19,255001,13650,13651,0.0000667,0.910006,246500,2.843115996,0.651973396,1.853635992,255000,1,2.116696946,2.116696946
500704,43260,0.985784725,1.005770783,0.991473475,1533680,0.941468618,0.875231121,0.824002634,1504800,0.925695286,0.882353005,0.816790017,65201,1.507177365,0.985784725,1.485752424,1672000,1.090188246,0.941468618,1.026378022,1632480,1.084848428,0.925695286,1.004239076
604533,16000,0.41793838,1.158659174,0.484248138,501600,0.855644819,0.956310751,0.818262339,501600,0.864420648,1.007751925,0.871121572,21500,1.343728517,0.41793838,0.56159572,427120,0.851515448,0.855644819,0.728594781,342000,0.681818816,0.864420648,0.589378263
605462,10600,0.277379889,1.215197743,0.337071415,448400,0.709102554,0.925926034,0.656576516,433200,0.752332503,0.92805767,0.69820795,27200,2.56589001,0.277379889,0.711726287,528960,1.179660616,0.709102554,0.836500356,506160,1.168420664,0.752332503,0.879040843
800187,46350,0.740419482,62601,46351,1626932,0.900453356,3.326954619,2.995767453,1596163.096,0.893946431,1.320182381,1.180172328,51400,1.108951263,0.740419482,0.82108912,1389736,0.854206658,0.900453356,0.769173252,1140107.92,0.71428052,0.893946431,0.638528521
804296,0,5.22E-05,0.9939495,5.19E-05,309200,0.521950963,0.653754492,0.341227787,594900,1.107021562,0.851717399,0.942869525,0,1,0.0000522,0.0000522,596000,1.927551981,0.521950963,1.006087613,864300,1.452848457,1.107021562,1.608334569
804298,38500,1.771406271,21734.7091,38501,1640300,0.677367355,2.321721415,1.572658293,1639000,0.556925599,0.926627779,0.516062731,64360,1.671670866,1.771406271,2.961208255,2093500,1.276290754,0.677367355,0.864517692,2011500,1.227272589,0.556925599,0.683499521
805357,7858.3333,7859.3333,6.67E-05,0.523920625,432500,1.011664713,1.64435585,1.663536789,458700,0.81639372,0.998406778,0.815093023,25710,3.271397079,7859.3333,25711,635400,1.469131863,1.011664713,1.486268864,601500,1.311313906,0.81639372,1.070548437
804163,26044,0.871919329,1.206054631,1.051582345,2533332.51,227.8517755,0.039861402,9.082491255,2430630.26,28.10559617,0.34181289,9.606855047,0,0.0000384,0.871919329,0.0000335,2482867.67,0.98007967,227.8517755,223.3128929,3302802.42,1.35882537,28.10559617,38.19059711
194056,4900,0.326711553,15001,4901,266698.29,266699.29,1,266699.29,296253.91,296254.91,1,296254.91,12666.6667,2.58471061,0.326711553,0.844454816,331271.83,1.242121155,266699.29,331272.83,361437.17,1.220024235,296254.91,361438.17
194062,0,6.67E-05,15001,1,141461.5,141462.5,1,141462.5,370307.18,370308.18,1,370308.18,26166.4773,26167.4773,0.0000667,1.744382195,471726.29,3.334645507,141462.5,471727.29,464911.32,1.255474076,370308.18,464912.32
194067,8050,0.536697553,15001,8051,314922.86,314923.86,1,314923.86,286082.4,286083.4,1,286083.4,1000,0.124332381,0.536697553,0.066728885,166456.64,0.528564714,314923.86,166457.64,369036.18,1.289963626,286083.4,369037.18
194068,15708.6187,1.047238097,15001,15709.6187,525392.6,525393.6,1,525393.6,531529.15,531530.15,1,531530.15,0,0.0000637,1.047238097,0.0000667,243835,0.46410158,525393.6,243836,779904.66,1.467283954,531530.15,779905.66
194082,4690,0.312712486,15001,4691,204549.64,204550.64,1,204550.64,230474,230475,1,230475,12716.6667,2.711077958,0.312712486,0.847787927,277420.23,1.356247187,204550.64,277421.23,260727.31,1.13126504,230475,260728.31
194136,7790,0.519365376,15001,7791,263296.5,263297.5,1,263297.5,266913.61,266914.61,1,266914.61,25898.344,3.324264408,0.519365376,1.726507833,357217.56,1.356710793,263297.5,357218.56,328109.71,1.229272201,266914.61,328110.71
194137,11500,0.766682221,15001,11501,484021.6,484022.6,1,484022.6,352933.18,352934.18,1,352934.18,27918.7312,2.427591618,0.766682221,1.861191334,462813.28,0.956183203,484022.6,462814.28,455206.4,1.289779868,352934.18,455207.4
194140,10724.784,0.7150046,15001,10725.784,310143.99,2.931152574,105809.91,310144.99,238796.9,1.220083175,195722.64,238797.9,27020.2933,2.519283747,0.7150046,1.801299467,370170.67,1.193543929,2.931152574,3.49845936,329080.7,1.378076189,1.220083175,1.681367572
194144,8050,0.536697553,15001,8051,294063.2,294064.2,1,294064.2,230564.73,230565.73,1,230565.73,21350,2.6519687,0.536697553,1.423305113,277116.52,0.942370816,294064.2,277117.52,262284.07,1.137571789,230565.73,262285.07
194145,7525,0.501699887,15001,7526,462363,462364,1,462364,439989.7,439990.7,1,439990.7,30254.9781,4.020193742,0.501699887,2.016930745,582834.714,1.260555999,462364,582835.714,559306.59,1.271180482,439990.7,559307.59
194147,7679.712,0.590778555,13001,7680.712,356935.76,356936.76,1,356936.76,351233.25,351234.25,1,351234.25,26597.4944,3.463024574,0.590778555,2.045880655,536654.73,1.503503674,356936.76,536655.73,462725.42,1.317429664,351234.25,462726.42
194222,0,6.67E-05,15001,1,27975.89,27976.89,1,27976.89,206088.89,206089.89,1,206089.89,333.3333,334.3333,0.0000667,0.022287401,54596.02,1.951504259,27976.89,54597.02,101030.32,0.490229385,206089.89,101031.32
194231,9135,0.609026065,15001,9136,307797.66,307798.66,1,307798.66,306221.81,306222.81,1,306222.81,25077.4891,2.745018509,0.609026065,1.671787821,382671.39,1.243255542,307798.66,382672.39,375398.82,1.225904171,306222.81,375399.82
194232,14052.8976,0.936864049,15001,14053.8976,326350.91,326351.91,1,326351.91,318247.62,318248.62,1,318248.62,31733.9648,2.258089941,0.936864049,2.115523285,404150.95,1.238393089,326351.91,404151.95,397002.98,1.247464891,318248.62,397003.98
194322,6287.1904,0.419184748,15001,6288.1904,210133.14,210134.14,1,210134.14,156337.47,156338.47,1,156338.47,16499.6544,2.624070416,0.419184748,1.099970295,234014.93,1.113650214,210134.14,234015.93,220383.3,1.409661358,156338.47,220384.3
194323,12200,0.813345777,15001,12201,179616,179617,1,179617,139512.31,139513.31,1,139513.31,22045.4229,1.806935735,0.813345777,1.469663549,285080.9,1.587165469,179617,285081.9,196193.3,1.406276577,139513.31,196194.3
194324,8900,0.593360443,15001,8901,197184.3,197185.3,1,197185.3,129392.52,129393.52,1,129393.52,18637.4208,2.093969307,0.593360443,1.242478555,297595.54,1.509222746,197185.3,297596.54,153248.44,1.184367192,129393.52,153249.44
194327,6750,0.450036664,15001,6751,197156,197157,1,197157,179884.86,179885.86,1,179885.86,16500,2.444230484,0.450036664,1.099993334,439092.37,2.227125438,197157,439093.37,271193.66,1.507592981,179885.86,271194.66
194344,11194.28,0.746302247,15001,11195.28,265665.6674,265666.6674,1,265666.6674,248078,248079,1,248079,0,0.0000893,0.746302247,0.0000667,45261.93,0.170374893,265666.6674,45262.93,259939.1,1.047811786,248079,259940.1
194350,20408.0864,1.360515059,15001,20409.0864,412006.66,412007.66,1,412007.66,390733.83,390734.83,1,390734.83,32578.4805,1.596322337,1.360515059,2.171820579,478653.72,1.161761701,412007.66,478654.72,463782.72,1.186952594,390734.83,463783.72
194359,0,6.67E-05,15001,1,127239.89,127240.89,1,127240.89,297856.86,297857.86,1,297857.86,10286.528,10287.528,0.0000667,0.685789481,220868.21,1.735835155,127240.89,220869.21,238990.6,0.802367948,297857.86,238991.6
194372,9037.4208,0.602521219,15001,9038.4208,296393.46,296394.46,1,296394.46,185471.4,185472.4,1,185472.4,1000,0.110749435,0.602521219,0.066728885,106355.91,0.358835688,296394.46,106356.91,232027.96,1.251016108,185472.4,232028.96
194376,11736.7008,0.782461223,15001,11737.7008,298097.54,298098.54,1,298098.54,264692.4,264693.4,1,264693.4,21649.9568,1.844565402,0.782461223,1.4433009,324482.98,1.088512476,298098.54,324483.98,302674,1.143492811,264693.4,302675
194424,7711.9456,0.514162096,15001,7712.9456,136511.22,136512.22,1,136512.22,90968.36,90969.36,1,90969.36,17861.7152,2.315939477,0.514162096,1.190768295,223415.34,1.636603229,136512.22,223416.34,166849.85,1.834143386,90969.36,166850.85
194489,10350,0.690020665,15001,10351,347412.35,347413.35,1,347413.35,313528.01,313529.01,1,313529.01,30173.2288,2.915102773,0.690020665,2.011481155,449004.68,1.292424946,347413.35,449005.68,417759.78,1.332446972,313529.01,417760.78
194490,8240,0.549363376,15001,8241,382704.09,382705.09,1,382705.09,375610.48,375611.48,1,375611.48,31730.0789,3.850391809,0.549363376,2.115264242,682808.02,1.784164982,382705.09,682809.02,480745.5,1.279903639,375611.48,480746.5
194608,0,6.67E-05,15001,1,161143.45,161144.45,1,161144.45,293743.22,293744.22,1,293744.22,0,1,0.0000667,0.0000667,158558.66,0.983959795,161144.45,158559.66,348761.9,1.187301319,293744.22,348762.9
194623,6932.5653,0.462206873,15001,6933.5653,247741,247742,1,247742,221155.3,221156.3,1,221156.3,22940.9088,3.308818452,0.462206873,1.529358629,302189.37,1.21977852,247742,302190.37,298530.56,1.349866859,221156.3,298531.56
194628,9190.9227,0.612753996,15001,9191.9227,270666.33,270667.33,1,270667.33,231518.6,231519.6,1,231519.6,25620.5504,2.787398375,0.612753996,1.707989494,272547.23,1.006949121,270667.33,272548.23,260042.6,1.123203392,231519.6,260043.6
194698,7053.1413,0.470244737,15001,7054.1413,324694.5,324695.5,1,324695.5,301439.58,301440.58,1,301440.58,20548.992,2.913181226,0.470244737,1.369908139,413763.43,1.274315258,324695.5,413764.43,340720.41,1.130310358,301440.58,340721.41
194699,7457.9733,0.530378163,14063.5,7458.9733,123012.6,123013.6,1,123013.6,60275.94,60276.94,1,60276.94,13600,1.823441304,0.530378163,0.96711345,125602.46,1.021053444,123013.6,125603.46,120062.56,1.991865546,60276.94,120063.56
194711,10849.0496,0.723288421,15001,10850.0496,722952.18,722953.18,1,722953.18,587282.89,587283.89,1,587283.89,31535.4624,2.906573109,0.723288421,2.102290674,854232.73,1.181589284,722953.18,854233.73,723763.11,1.232392242,587283.89,723764.11
194738,0,6.67E-05,15001,1,93503.92,93504.92,1,93504.92,234210.6,234211.6,1,234211.6,19967.2405,19968.2405,0.0000667,1.331127292,290195.95,3.103547386,93504.92,290196.95,260963.52,1.114225427,234211.6,260964.52
194739,7666.6667,0.511143704,15001,7667.6667,496611.37,496612.37,1,496612.37,359415.06,359416.06,1,359416.06,20333.3333,2.651958424,0.511143704,1.355531851,446415.71,0.898923863,496612.37,446416.71,382320.12,1.063728538,359416.06,382321.12
195384,0,6.67E-05,15001,1,143640.17,143641.17,1,143641.17,258705.06,258706.06,1,258706.06,13620,13621,0.0000667,0.908006133,299297.91,2.083656865,143641.17,299298.91,275244.3,1.063930625,258706.06,275245.3
195385,8126.5322,0.54179936,15001,8127.5322,178344.76,178345.76,1,178345.76,195471.09,195472.09,1,195472.09,18440.9899,2.269076202,0.54179936,1.229384034,264346.31,1.48221808,178345.76,264347.31,205087.41,1.049195361,195472.09,205088.41
195392,7181.9797,0.478833391,15001,7182.9797,202736.73,202737.73,1,202737.73,141746.54,141747.54,1,141747.54,14389.9136,2.003474074,0.478833391,0.959330285,216557.98,1.068173053,202737.73,216558.98,211428.8,1.49159414,141747.54,211429.8
195407,4691.6139,0.312820072,15001,4692.6139,333403.75,333404.75,1,333404.75,277957.7,277958.7,1,277958.7,21345.2501,4.548903991,0.312820072,1.422988474,460995.35,1.382692808,333404.75,460996.35,373407.2,1.34339454,277958.7,373408.2
195408,4420,0.294713686,15001,4421,275989,275990,1,275990,256778.38,256779.38,1,256779.38,0,0.000226193,0.294713686,0.0000667,237063.4,0.858960107,275990,237064.4,280769.28,1.09343001,256779.38,280770.28
195409,12459.7141,0.830658896,15001,12460.7141,284472.34,284473.34,1,284473.34,279377.91,279378.91,1,279378.91,28902.5877,2.31957715,0.830658896,1.926777395,361258.02,1.269922236,284473.34,361259.02,350669.57,1.255179104,279378.91,350670.57
195411,5099.8464,0.340033758,15001,5100.8464,163225.17,163226.17,1,163226.17,121969.2,121970.2,1,121970.2,21505.0069,4.21616438,0.340033758,1.433638217,614722.87,3.766086468,163226.17,614723.87,328607.97,2.694174233,121970.2,328608.97
195412,7900,0.52669822,15001,7901,290042.1,290043.1,1,290043.1,239549.22,239550.22,1,239550.22,6000,0.759524111,0.52669822,0.400039997,210706,0.726467894,290043.1,210707,250160.89,1.04429831,239550.22,250161.89
195419,5493.3333,0.366264469,15001,5494.3333,221025.03,221026.03,1,221026.03,216262.35,216263.35,1,216263.35,17642.2336,3.211169151,0.366264469,1.176137164,294939.59,1.334415634,221026.03,294940.59,293035.95,1.355000512,216263.35,293036.95
195424,6441.0475,0.429441204,15001,6442.0475,391939.53,391940.53,1,391940.53,350700.69,350701.69,1,350701.69,16858.7563,2.6171425,0.429441204,1.123908826,451923.96,1.153044723,391940.53,451924.96,493308.9,1.406636792,350701.69,493309.9
195465,3874.976,0.258381175,15001,3875.976,382569.87,382570.87,1,382570.87,326909.97,326910.97,1,326910.97,17266.6667,4.455049954,0.258381175,1.15110104,476975.6552,1.246766789,382570.87,476976.6552,431032.43,1.318504026,326910.97,431033.43
195485,11430.7114,0.762063289,15001,11431.7114,619859,619860,1,619860,629806.48,629807.48,1,629807.48,28084.6848,2.456822414,0.762063289,1.87225417,631565.75,1.018886119,619860,631566.75,603551.97,0.958313436,629807.48,603552.97
195487,4833.3333,0.322267402,15001,4834.3333,284387.79,284388.79,1,284388.79,235852.96,235853.96,1,235853.96,13360,2.763773032,0.322267402,0.890673955,292908.14,1.029960217,284388.79,292909.14,285730.06,1.211474507,235853.96,285731.06
195542,6499.616,0.43334551,15001,6500.616,117823.53,117824.53,1,117824.53,80003,80004,1,80004,16199.424,2.492136745,0.43334551,1.07995627,162124.96,1.375994965,117824.53,162125.96,129966.93,1.624517899,80004,129967.93
